P_Organization_Code,P_Origin_Site,P_Order_Delivery_Type,P_Item_Id2,P_Item_Line_Id,P_Required_Quantity,P_Reserved_Quantity,P_Concept,P_Ship_Node,P_Reservation_Id
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200956_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200957_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200958_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200959_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200960_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200961_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200962_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200963_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200964_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200965_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200966_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200967_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200968_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200969_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200970_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200971_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200972_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200973_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200974_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200975_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200976_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200977_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200978_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200979_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200980_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200981_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200982_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200983_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200984_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200985_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200986_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200987_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200988_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200989_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200990_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200991_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200992_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200993_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200994_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200995_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200996_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200997_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200998_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420200999_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201000_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201001_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201002_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201003_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201004_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201005_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201006_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201007_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201008_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201009_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201010_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201011_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201012_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201013_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201014_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201015_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201016_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201017_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201018_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201019_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201020_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201021_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201022_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201023_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201024_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201025_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201026_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201027_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201028_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201029_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201030_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201031_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201032_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201033_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201034_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201035_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201036_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201037_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201038_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201039_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201040_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201041_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201042_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201043_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201044_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201045_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201046_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201047_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201048_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201049_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201050_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201051_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201052_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201053_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201054_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201055_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201056_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201057_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201058_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201059_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201060_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201061_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201062_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201063_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201064_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201065_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201066_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201067_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201068_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201069_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201070_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201071_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201072_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201073_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201074_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201075_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201076_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201077_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201078_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201079_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201080_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201081_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201082_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201083_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201084_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201085_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201086_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201087_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201088_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201089_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201090_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201091_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201092_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201093_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201094_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201095_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201096_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201097_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201098_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201099_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201100_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201101_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201102_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201103_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201104_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201105_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201106_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201107_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201108_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201109_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201110_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201111_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201112_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201113_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201114_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201115_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201116_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201117_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201118_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201119_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201120_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201121_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201122_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201123_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201124_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201125_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201126_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201127_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201128_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201129_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201130_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201131_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201132_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201133_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201134_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201135_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201136_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201137_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201138_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201139_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201140_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201141_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201142_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201143_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201144_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201145_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201146_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201147_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201148_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201149_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201150_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201151_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201152_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201153_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201154_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201155_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201156_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201157_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201158_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201159_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201160_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201161_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201162_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201163_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201164_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201165_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201166_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201167_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201168_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201169_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201170_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201171_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201172_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201173_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201174_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201175_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201176_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201177_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201178_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201179_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201180_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201181_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201182_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201183_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201184_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201185_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201186_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201187_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201188_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201189_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201190_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201191_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201192_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201193_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201194_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201195_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201196_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201197_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201198_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201199_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201200_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201201_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201202_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201203_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201204_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201205_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201206_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201207_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201208_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201209_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201210_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201211_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201212_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201213_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201214_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201215_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201216_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201217_00
LMG_UAE,21,CC,154563089,1,1,0,1,21006,AE_21006555201420201218_00
